id,styr,stname,stabbr,stfips,year,rml,prcng,mml,mml_year,years_since_mml,rmlsl,regag,lcauth,edib,conc,hemp,rtl,pblus,pblus2,mmlhc,rmlhc,mmlout,hmdl,hmdl2,pkr,warnr,warnthc,warnsize,adgn,adyth,undrg,undrg2,drvpr,drvpr2,drvpr3,opncn,opncn2,tax,tax2,thclim,estlm,pkwrn
141,HI2021,Hawaii,HI,15,2021,0,0,1,2000,21,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,HI2024,Hawaii,HI,15,2024,0,0,1,2000,24,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,HI2020,Hawaii,HI,15,2020,0,0,1,2000,20,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,HI2019,Hawaii,HI,15,2019,0,0,1,2000,19,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,HI2016,Hawaii,HI,15,2016,0,0,1,2000,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,HI2014,Hawaii,HI,15,2014,0,0,1,2000,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,HI2022,Hawaii,HI,15,2022,0,0,1,2000,22,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,IA2013,Iowa,IA,19,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,IA2020,Iowa,IA,19,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,IA2014,Iowa,IA,19,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,IA2015,Iowa,IA,19,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,IA2021,Iowa,IA,19,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,IA2019,Iowa,IA,19,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,IA2022,Iowa,IA,19,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,IA2018,Iowa,IA,19,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,IA2017,Iowa,IA,19,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,IA2016,Iowa,IA,19,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,IA2024,Iowa,IA,19,2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,IA2023,Iowa,IA,19,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,ID2021,Idaho,ID,16,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,ID2017,Idaho,ID,16,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,ID2013,Idaho,ID,16,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,ID2014,Idaho,ID,16,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,ID2022,Idaho,ID,16,2022,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,ID2019,Idaho,ID,16,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,ID2018,Idaho,ID,16,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,ID2016,Idaho,ID,16,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,ID2024,Idaho,ID,16,2024,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,ID2015,Idaho,ID,16,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,ID2020,Idaho,ID,16,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,ID2023,Idaho,ID,16,2023,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,IL2017,Illinois,IL,17,2017,0,0,1,2013,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,IL2023,Illinois,IL,17,2023,1,1,1,2013,10,1,1,2,2,2,1,1,2,1,1,0,1,2,1,2,1,2,1,2,2,5,2,4,3,2,2,1,2,4,1,0,1
172,IL2016,Illinois,IL,17,2016,0,0,1,2013,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,IL2014,Illinois,IL,17,2014,0,0,1,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,IL2015,Illinois,IL,17,2015,0,0,1,2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,IL2019,Illinois,IL,17,2019,0,0,1,2013,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,IL2018,Illinois,IL,17,2018,0,0,1,2013,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,IL2024,Illinois,IL,17,2024,1,1,1,2013,11,1,1,2,2,2,1,1,2,1,1,0,1,2,1,2,1,2,1,2,2,5,2,4,3,2,2,1,2,4,1,0,1
177,IL2021,Illinois,IL,17,2021,1,1,1,2013,8,1,1,2,2,2,1,1,2,1,1,0,1,2,1,2,1,2,1,2,2,5,2,4,3,2,2,1,2,4,1,0,1
169,IL2013,Illinois,IL,17,2013,0,0,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,IL2020,Illinois,IL,17,2020,1,1,1,2013,7,1,1,2,2,2,1,1,2,1,1,0,1,2,1,2,1,2,1,2,2,5,2,4,3,2,2,1,2,4,1,0,1
178,IL2022,Illinois,IL,17,2022,1,1,1,2013,9,1,1,2,2,2,1,1,2,1,1,0,1,2,1,2,1,2,1,2,2,5,2,4,3,2,2,1,2,4,1,0,1
192,IN2024,Indiana,IN,18,2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,IN2023,Indiana,IN,18,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,IN2022,Indiana,IN,18,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,IN2013,Indiana,IN,18,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,IN2021,Indiana,IN,18,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,IN2019,Indiana,IN,18,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,IN2016,Indiana,IN,18,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,IN2020,Indiana,IN,18,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,IN2014,Indiana,IN,18,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,IN2017,Indiana,IN,18,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,IN2015,Indiana,IN,18,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,IN2018,Indiana,IN,18,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,KS2014,Kansas,KS,20,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,KS2018,Kansas,KS,20,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,KS2024,Kansas,KS,20,2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,KS2022,Kansas,KS,20,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,KS2013,Kansas,KS,20,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,KS2019,Kansas,KS,20,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,KS2023,Kansas,KS,20,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,KS2015,Kansas,KS,20,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,KS2020,Kansas,KS,20,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,KS2017,Kansas,KS,20,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,KS2016,Kansas,KS,20,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,KS2021,Kansas,KS,20,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,KY2021,Kentucky,KY,21,2021,0,0,0,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,KY2014,Kentucky,KY,21,2014,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,KY2024,Kentucky,KY,21,2024,0,0,1,2023,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,KY2016,Kentucky,KY,21,2016,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,KY2013,Kentucky,KY,21,2013,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,KY2018,Kentucky,KY,21,2018,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,KY2017,Kentucky,KY,21,2017,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,KY2022,Kentucky,KY,21,2022,0,0,0,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,KY2023,Kentucky,KY,21,2023,0,0,1,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,KY2015,Kentucky,KY,21,2015,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,KY2020,Kentucky,KY,21,2020,0,0,0,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,KY2019,Kentucky,KY,21,2019,0,0,0,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,LA2013,Louisiana,LA,22,2013,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,LA2022,Louisiana,LA,22,2022,0,0,1,2016,6,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,LA2018,Louisiana,LA,22,2018,0,0,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,LA2017,Louisiana,LA,22,2017,0,0,1,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,LA2020,Louisiana,LA,22,2020,0,0,1,2016,4,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,LA2021,Louisiana,LA,22,2021,0,0,1,2016,5,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,LA2015,Louisiana,LA,22,2015,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,LA2019,Louisiana,LA,22,2019,0,0,1,2016,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,LA2016,Louisiana,LA,22,2016,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,LA2023,Louisiana,LA,22,2023,0,0,1,2016,7,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,LA2014,Louisiana,LA,22,2014,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,LA2024,Louisiana,LA,22,2024,0,0,1,2016,8,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,MA2018,Massachusetts,MA,25,2018,1,0,1,2012,6,0,1,2,2,2,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,5,2,2,2,1,2,1,1,1,0,0,0
236,MA2020,Massachusetts,MA,25,2020,1,0,1,2012,8,1,1,2,2,2,1,2,1,0,1,1,1,1,0,2,2,2,2,2,2,5,2,2,2,1,2,1,1,1,1,0,1
230,MA2014,Massachusetts,MA,25,2014,0,0,1,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,MA2015,Massachusetts,MA,25,2015,0,0,1,2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,MA2013,Massachusetts,MA,25,2013,0,0,1,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,MA2024,Massachusetts,MA,25,2024,1,0,1,2012,12,1,1,2,2,2,3,2,1,0,1,1,1,1,0,2,2,2,2,2,2,5,2,2,2,1,2,1,1,1,1,0,1
235,MA2019,Massachusetts,MA,25,2019,1,0,1,2012,7,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,5,2,2,2,1,2,1,1,1,0,0,1
237,MA2021,Massachusetts,MA,25,2021,1,0,1,2012,9,1,1,2,2,2,1,2,1,0,1,1,1,1,0,2,2,2,2,2,2,5,2,2,2,1,2,1,1,1,1,0,1
232,MA2016,Massachusetts,MA,25,2016,0,0,1,2012,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,MA2017,Massachusetts,MA,25,2017,1,0,1,2012,5,0,1,2,2,2,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,5,2,2,2,1,2,1,1,1,0,0,0
238,MA2022,Massachusetts,MA,25,2022,1,0,1,2012,10,1,1,2,2,2,1,2,1,0,1,1,1,1,0,2,2,2,2,2,2,5,2,2,2,1,2,1,1,1,1,0,1
239,MA2023,Massachusetts,MA,25,2023,1,0,1,2012,11,1,1,2,2,2,1,2,1,0,1,1,1,1,0,2,2,2,2,2,2,5,2,2,2,1,2,1,1,1,1,0,1
245,MD2017,Maryland,MD,24,2017,0,0,1,2014,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,MD2024,Maryland,MD,24,2024,1,1,1,2014,10,1,1,1,2,2,2,2,1,0,1,1,1,2,1,2,2,2,2,2,2,5,2,1,1,0,1,0,1,1,0,1,1
243,MD2015,Maryland,MD,24,2015,0,0,1,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,MD2021,Maryland,MD,24,2021,0,0,1,2014,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,MD2016,Maryland,MD,24,2016,0,0,1,2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,MD2023,Maryland,MD,24,2023,0,0,1,2014,9,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,MD2020,Maryland,MD,24,2020,0,0,1,2014,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,MD2018,Maryland,MD,24,2018,0,0,1,2014,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,MD2019,Maryland,MD,24,2019,0,0,1,2014,5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,MD2014,Maryland,MD,24,2014,0,0,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,MD2022,Maryland,MD,24,2022,0,0,1,2014,8,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,MD2013,Maryland,MD,24,2013,0,0,1,2014,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,ME2013,Maine,ME,23,2013,0,0,1,1999,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,ME2021,Maine,ME,23,2021,1,1,1,1999,22,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,5,2,2,2,1,1,0,1,3,1,0,1
264,ME2024,Maine,ME,23,2024,1,1,1,1999,25,1,1,2,2,2,1,1,2,1,1,1,1,1,0,2,2,2,2,2,2,5,2,2,2,1,1,0,1,3,1,0,1
254,ME2014,Maine,ME,23,2014,0,0,1,1999,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,ME2017,Maine,ME,23,2017,0,0,1,1999,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,ME2023,Maine,ME,23,2023,1,1,1,1999,24,1,1,2,2,2,1,1,2,1,1,1,1,1,0,2,2,2,2,2,2,5,2,2,2,1,1,0,1,3,1,0,1
259,ME2019,Maine,ME,23,2019,1,1,1,1999,20,0,1,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,5,2,2,2,1,1,0,1,3,1,0,1
255,ME2015,Maine,ME,23,2015,0,0,1,1999,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,ME2016,Maine,ME,23,2016,0,0,1,1999,17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,ME2022,Maine,ME,23,2022,1,1,1,1999,23,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,5,2,2,2,1,1,0,1,3,1,0,1
260,ME2020,Maine,ME,23,2020,1,1,1,1999,21,0,1,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,5,2,2,2,1,1,0,1,3,1,0,1
258,ME2018,Maine,ME,23,2018,1,0,1,1999,19,0,1,2,1,2,0,2,1,0,1,1,1,0,0,0,2,2,2,0,0,5,2,2,2,1,1,0,1,1,0,0,1
267,MI2015,Michigan,MI,26,2015,0,0,1,2008,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,MI2016,Michigan,MI,26,2016,0,0,1,2008,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,MI2020,Michigan,MI,26,2020,1,0,1,2008,12,1,1,2,2,2,1,2,1,0,0,1,0,1,0,1,1,2,1,1,2,5,2,2,2,1,1,0,1,1,1,0,0
269,MI2017,Michigan,MI,26,2017,0,0,1,2008,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,MI2013,Michigan,MI,26,2013,0,0,1,2008,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,MI2023,Michigan,MI,26,2023,1,0,1,2008,15,1,1,2,2,2,2,2,1,0,0,1,1,1,0,1,1,2,1,1,2,5,2,2,2,1,1,0,1,1,1,0,0
276,MI2024,Michigan,MI,26,2024,1,0,1,2008,16,1,1,2,2,2,2,2,1,0,0,1,1,1,0,1,1,2,1,1,2,5,2,2,2,1,1,0,1,1,1,0,0
274,MI2022,Michigan,MI,26,2022,1,0,1,2008,14,1,1,2,2,2,2,2,1,0,0,1,1,1,0,1,1,2,1,1,2,5,2,2,2,1,1,0,1,1,1,0,0
266,MI2014,Michigan,MI,26,2014,0,0,1,2008,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,MI2019,Michigan,MI,26,2019,1,0,1,2008,11,0,1,2,2,2,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,5,2,2,2,1,1,0,1,1,0,0,0
273,MI2021,Michigan,MI,26,2021,1,0,1,2008,13,1,1,2,2,2,1,2,1,0,0,1,0,1,0,1,1,2,1,1,2,5,2,2,2,1,1,0,1,1,1,0,0
270,MI2018,Michigan,MI,26,2018,0,0,1,2008,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,MN2021,Minnesota,MN,27,2021,0,0,1,2014,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,MN2022,Minnesota,MN,27,2022,0,0,1,2014,8,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,MN2015,Minnesota,MN,27,2015,0,0,1,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,MN2013,Minnesota,MN,27,2013,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,MN2019,Minnesota,MN,27,2019,0,0,1,2014,5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,MN2020,Minnesota,MN,27,2020,0,0,1,2014,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
